UniProt.ID;Gene;Protein.Name;Panel;Tissue.Specificity;Tissue_Initials;Tissue_Initials2
511;P30041;PRDX6;Peroxiredoxin-6;Olink Explore Oncology- Olink Target 96 Cell Regulation;Low tissue specificity;LTS
512;P30043;BLVRB;Flavin reductase (NADPH);Olink Explore Neurology- Olink Target 96 Development;Tissue enhanced: bone marrow;TEBM
513;P30044;PRDX5;Peroxiredoxin-5- mitochondrial;Olink Explore Inflammation- Olink Target 96 Immune Response;Low tissue specificity;LTS
514;P30048;PRDX3;Thioredoxin-dependent peroxide reductase- mitochondrial;Olink Explore Inflammation- Olink Target 96 Immune Response;Low tissue specificity;LTS
515;P30086;PEBP1;Phosphatidylethanolamine-binding protein 1;Olink Explore Neurology- Olink Target 96 Development;Tissue enhanced: liver;TEL
516;P30203;CD6;T-cell differentiation antigen CD6;Olink Explore Inflammation- Olink Target 96 Inflammation;Tissue enhanced: intestine- lymphoid tissue;TEILT
517;P30260;CDC27;Cell division cycle protein 27 homolog;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
518;P30519;HMOX2;Heme oxygenase 2;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
519;P30530;AXL;Tyrosine-protein kinase receptor UFO;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Low tissue specificity;LTS
520;P30533;LRPAP1;Alpha-2-macroglobulin receptor-associated protein;Olink Explore Neurology- Olink Target 96 Neurology;Low tissue specificity;LTS
521;P30838;ALDH3A1;Aldehyde dehydrogenase- dimeric NADP-preferring;Olink Explore Inflammation- Olink Target 96 Organ Damage;Tissue enhanced: esophagus- salivary gland- stomach 1;TEESGS1
522;P31431;SDC4;Syndecan-4;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Tissue enhanced: liver;TEL
523;P31948;STIP1;Stress-induced-phosphoprotein 1;Olink Explore Neurology- Olink Target 96 Development;Low tissue specificity;LTS
524;P31949;S100A11;Protein S100-A11;Olink Explore Cardiometabolic- Olink Target 96 Oncology II;Tissue enhanced: esophagus;TEE
525;P31994;FCGR2B;Low affinity immunoglobulin gamma Fc region receptor II-b;Olink Explore Oncology- Olink Target 96 Cardiovascular II;Tissue enriched: placenta;TEP
526;P31997;CEACAM8;Carcinoembryonic antigen-related cell adhesion molecule 8;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Tissue enriched: bone marrow;TEBM
527;P32004;L1CAM;Neural cell adhesion molecule L1;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: brain- intestine;TEBI
528;P32456;GBP2;Guanylate-binding protein 2;Olink Explore Inflammation- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
529;P32926;DSG3;Desmoglein-3;Olink Explore Oncology- Olink Target 96 Neuro Exploratory;Tissue enhanced: esophagus- lymphoid tissue- vagina;TEELTV
530;P32942;ICAM3;Intercellular adhesion molecule 3;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Group enriched: bone marrow- liver- lymphoid tissue;GEBMLLT
531;P33151;CDH5;Cadherin-5;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Tissue enhanced: placenta;TEP
532;P33241;LSP1;Lymphocyte-specific protein 1;Olink Explore Inflammation- Olink Target 96 Oncology III;Tissue enhanced: adrenal gland- lymphoid tissue;TEAGLT
533;P34130;NTF4;Neurotrophin-4;Olink Explore Oncology- Olink Target 96 Immune Response;Tissue enhanced: prostate- skeletal muscle- skin 1;TEPSMS1
534;P35052;GPC1;Glypican-1;Olink Explore Oncology- Olink Target 96 Oncology II;Tissue enhanced: skin 1;TES1
535;P35070;BTC;Probetacellulin;Olink Explore Oncology- Olink Target 96 Organ Damage;Tissue enhanced: intestine;TEI
536;P35218;CA5A;Carbonic anhydrase 5A- mitochondrial;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Tissue enriched: liver;TEL
537;P35237;SERPINB6;Serpin B6;Olink Explore Neurology- Olink Target 96 Metabolism;Low tissue specificity;LTS
538;P35247;SFTPD;Pulmonary surfactant-associated protein D;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Tissue enriched: lung;TEL
539;P35318;ADM;Pro-adrenomedullin;Olink Explore Oncology- Olink Target 96 Cardiovascular II;Tissue enhanced: adipose tissue;TEAT
540;P35442;THBS2;Thrombospondin-2;Olink Explore Neurology- Olink Target 96 Cardiovascular II;Low tissue specificity;LTS
541;P35443;THBS4;Thrombospondin-4;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enhanced: adipose tissue- heart muscle- smooth muscle- tongue;TEATHMSMT
542;P35475;IDUA;Alpha-L-iduronidase;Olink Explore Oncology- Olink Target 96 Cardiovascular II;Low tissue specificity;LTS
543;P35590;TIE1;Tyrosine-protein kinase receptor Tie-1;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Low tissue specificity;LTS
544;P35637;FUS;RNA-binding protein FUS;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
545;P35754;GLRX;Glutaredoxin-1;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Tissue enhanced: skeletal muscle;TESM
546;P35916;FLT4;Vascular endothelial growth factor receptor 3;Olink Explore Oncology- Olink Target 96 Oncology II;Low tissue specificity;LTS
547;P36222;CHI3L1;Chitinase-3-like protein 1;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Tissue enhanced: brain- liver;TEBL
548;P36269;GGT5;Glutathione hydrolase 5 proenzyme;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
549;P36888;FLT3;Receptor-type tyrosine-protein kinase FLT3;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: bone marrow- brain- lymphoid tissue;TEBMBLT
550;P36941;LTBR;Tumor necrosis factor receptor superfamily member 3;Olink Explore Inflammation- Olink Target 96 Cardiovascular III;Low tissue specificity;LTS
551;P37023;ACVRL1;Serine/threonine-protein kinase receptor R3;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enhanced: lung;TEL
552;P37108;SRP14;Signal recognition particle 14 kDa protein;Olink Explore Oncology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
553;P37173;TGFBR2;TGF-beta receptor type-2;Olink Explore Oncology- Olink Target 96 Oncology II;Low tissue specificity;LTS
554;P38484;IFNGR2;Interferon gamma receptor 2;Olink Explore Neurology- Olink Target 96 Oncology III;Low tissue specificity;LTS
555;P38936;CDKN1A;Cyclin-dependent kinase inhibitor 1;Olink Explore Oncology- Olink Target 96 Oncology II;Low tissue specificity;LTS
556;P39060;COL18A1;Collagen alpha-1(XVIII) chain;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enhanced: liver;TEL
557;P40121;CAPG;Macrophage-capping protein;Olink Explore Oncology- Olink Target 96 Organ Damage;Low tissue specificity;LTS
558;P40198;CEACAM3;Carcinoembryonic antigen-related cell adhesion molecule 3;Olink Explore Oncology- Olink Target 96 Neuro Exploratory;Tissue enriched: bone marrow;TEBM
559;P40222;TXLNA;Alpha-taxilin;Olink Explore Neurology- Olink Target 96 Oncology II;Low tissue specificity;LTS
560;P40225;THPO;Thrombopoietin;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Tissue enriched: liver;TEL
561;P40259;CD79B;B-cell antigen receptor complex-associated protein beta chain;Olink Explore Inflammation- Olink Target 96 Metabolism;Tissue enriched: lymphoid tissue;TELT
562;P40818;USP8;Ubiquitin carboxyl-terminal hydrolase 8;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
563;P41159;LEP;Leptin;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Group enriched: adipose tissue- breast;GEATB
564;P41208;CETN2;Centrin-2;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enhanced: fallopian tube;TEFT
565;P41217;CD200;OX-2 membrane glycoprotein;Olink Explore Inflammation- Olink Target 96 Neurology;Low tissue specificity;LTS
566;P41236;PPP1R2;Protein phosphatase inhibitor 2;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
567;P41271;NBL1;Neuroblastoma suppressor of tumorigenicity 1;Olink Explore Oncology- Olink Target 96 Neurology;Low tissue specificity;LTS
568;P41439;FOLR3;Folate receptor gamma;Olink Explore Oncology- Olink Target 96 Oncology II;Group enriched: bone marrow- lymphoid tissue;GEBMLT
569;P42331;ARHGAP25;Rho GTPase-activating protein 25;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: lymphoid tissue;TELT
570;P42574;CASP3;Caspase-3;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Low tissue specificity;LTS
571;P42575;CASP2;Caspase-2;Olink Explore Inflammation- Olink Target 96 Oncology III;Low tissue specificity;LTS
572;P42658;DPP6;Dipeptidyl aminopeptidase-like protein 6;Olink Explore Oncology- Olink Target 96 Organ Damage;Tissue enhanced: brain- endometrium 1;TEBE1
573;P42702;LIFR;Leukemia inhibitory factor receptor;Olink Explore Inflammation- Olink Target 96 Inflammation;Low tissue specificity;LTS
574;P42768;WAS;Actin nucleation-promoting factor WAS;Olink Explore Inflammation- Olink Target 96 Organ Damage;Tissue enhanced: bone marrow- lymphoid tissue;TEBMLT
575;P42785;PRCP;Lysosomal Pro-X carboxypeptidase;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Low tissue specificity;LTS
576;P42892;ECE1;Endothelin-converting enzyme 1;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Low tissue specificity;LTS
577;P43234;CTSO;Cathepsin O;Olink Explore Inflammation- Olink Target 96 Metabolism;Low tissue specificity;LTS
578;P43490;NAMPT;Nicotinamide phosphoribosyltransferase;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
579;P43628;KIR2DL3;Killer cell immunoglobulin-like receptor 2DL3;Olink Explore Oncology- Olink Target 96 Neuro Exploratory;Tissue enhanced: lymphoid tissue;TELT
580;P46109;CRKL;Crk-like protein;Olink Explore Inflammation- Olink Target 96 Metabolism;Low tissue specificity;LTS
581;P46379;BAG6;Large proline-rich protein BAG6;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
582;P46531;NOTCH1;Neurogenic locus notch homolog protein 1;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Low tissue specificity;LTS
583;P47712;PLA2G4A;Cytosolic phospholipase A2;Olink Explore Inflammation- Olink Target 96 Development;Tissue enhanced: parathyroid gland- seminal vesicle;TEPGSV
584;P47929;LGALS7- LGALS7B;Galectin-7;Olink Explore Oncology- Olink Target 96 Cell Regulation;Tissue enhanced: esophagus- skin 1- Tissue enriched: skin 1;TEES1TES1
585;P47992;XCL1;Lymphotactin;Olink Explore Oncology- Olink Target 96 Cardiovascular II;Tissue enhanced: lymphoid tissue;TELT
586;P48052;CPA2;Carboxypeptidase A2;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enriched: pancreas;TEP
587;P48307;TFPI2;Tissue factor pathway inhibitor 2;Olink Explore Oncology- Olink Target 96 Oncology II;Tissue enriched: placenta;TEP
588;P48357;LEPR;Leptin receptor;Olink Explore Cardiometabolic- Olink Target 96 Neuro Exploratory;Tissue enriched: liver;TEL
589;P48643;CCT5;T-complex protein 1 subunit epsilon;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
590;P48740;MASP1;Mannan-binding lectin serine protease 1;Olink Explore Neurology- Olink Target 96 Immune Response;Tissue enhanced: heart muscle- liver;TEHML
591;P48745;CCN3;CCN family member 3;Olink Explore Cardiometabolic- Olink Target 96 Development;Tissue enriched: adrenal gland;TEAG
592;P48960;ADGRE5;Adhesion G protein-coupled receptor E5;Olink Explore Cardiometabolic- Olink Target 96 Development;Tissue enhanced: bone marrow;TEBM
593;P49023;PXN;Paxillin;Olink Explore Neurology- Olink Target 96 Organ Damage;Low tissue specificity;LTS
594;P49441;INPP1;Inositol polyphosphate 1-phosphatase;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
595;P49747;COMP;Cartilage oligomeric matrix protein;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enhanced: adipose tissue- skin 1;TEATS1
596;P49788;RARRES1;Retinoic acid receptor responder protein 1;Olink Explore Oncology- Olink Target 96 Organ Damage;Tissue enhanced: fallopian tube- salivary gland;TEFTSG
597;P49789;FHIT;Bis(5'-adenosyl)-triphosphatase;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enhanced: choroid plexus;TECP
598;P50135;HNMT;Histamine N-methyltransferase;Olink Explore Neurology- Olink Target 96 Immune Response;Tissue enhanced: liver;TEL
599;P50225;SULT1A1;Sulfotransferase 1A1;Olink Explore Neurology- Olink Target 96 Inflammation;Tissue enhanced: intestine- liver;TEIL
600;P50452;SERPINB8;Serpin B8;Olink Explore Inflammation- Olink Target 96 Metabolism;Tissue enhanced: skin 1;TES1
601;P50579;METAP2;Methionine aminopeptidase 2;Olink Explore Oncology- Olink Target 96 Oncology II;Low tissue specificity;LTS
602;P50749;RASSF2;Ras association domain-containing protein 2;Olink Explore Oncology- Olink Target 96 Organ Damage;Tissue enhanced: brain- retina;TEBR
603;P50895;BCAM;Basal cell adhesion molecule;Olink Explore Neurology- Olink Target 96 Development;Tissue enhanced: kidney;TEK
604;P50995;ANXA11;Annexin A11;Olink Explore Inflammation- Olink Target 96 Metabolism;Low tissue specificity;LTS
605;P51161;FABP6;Gastrotropin;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular II;Tissue enriched: intestine;TEI
606;P51452;DUSP3;Dual specificity protein phosphatase 3;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enhanced: skeletal muscle;TESM
607;P51580;TPMT;Thiopurine S-methyltransferase;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: kidney- liver- thyroid gland;TEKLTG
608;P51617;IRAK1;Interleukin-1 receptor-associated kinase 1;Olink Explore Inflammation- Olink Target 96 Immune Response;Low tissue specificity;LTS
609;P51693;APLP1;Amyloid beta precursor like protein 1;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Tissue enriched: brain;TEB
610;P51858;HDGF;Hepatoma-derived growth factor;Olink Explore Oncology- Olink Target 96 Metabolism;Low tissue specificity;LTS
611;P51888;PRELP;Prolargin;Olink Explore Inflammation- Olink Target 96 Cardiovascular II;Low tissue specificity;LTS
612;P52564;MAP2K6;Dual specificity mitogen-activated protein kinase kinase 6;Olink Explore Inflammation- Olink Target 96 Cell Regulation;Tissue enhanced: skeletal muscle;TESM
613;P52798;EFNA4;Ephrin-A4;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enhanced: skin 1;TES1
614;P52823;STC1;Stanniocalcin-1;Olink Explore Neurology- Olink Target 96 Immune Response;Tissue enhanced: thyroid gland;TETG
615;P52888;THOP1;Thimet oligopeptidase;Olink Explore Cardiometabolic- Olink Target 96 Metabolism;Low tissue specificity;LTS
616;P52943;CRIP2;Cysteine-rich protein 2;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Tissue enriched: heart muscle;TEHM
617;P53539;FOSB;Protein FosB;Olink Explore Neurology- Olink Target 96 Organ Damage;Low tissue specificity;LTS
618;P53582;METAP1;Methionine aminopeptidase 1;Olink Explore Neurology- Olink Target 96 Organ Damage;Low tissue specificity;LTS
619;P53634;CTSC;Dipeptidyl peptidase 1;Olink Explore Inflammation- Olink Target 96 Neurology;Low tissue specificity;LTS
620;P54760;EPHB4;Ephrin type-B receptor 4;Olink Explore Cardiometabolic- Olink Target 96 Cardiovascular III;Low tissue specificity;LTS
621;P55008;AIF1;Allograft inflammatory factor 1;Olink Explore Oncology- Olink Target 96 Oncology III;Tissue enhanced: bone marrow- lymphoid tissue;TEBMLT
622;P55039;DRG2;Developmentally-regulated GTP-binding protein 2;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
623;P55058;PLTP;Phospholipid transfer protein;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Low tissue specificity;LTS
624;P55103;INHBC;Inhibin beta C chain;Olink Explore Neurology- Olink Target 96 Development;Tissue enriched: liver;TEL
625;P55145;MANF;Mesencephalic astrocyte-derived neurotrophic factor;Olink Explore Inflammation- Olink Target 96 Neurology;Low tissue specificity;LTS
626;P55285;CDH6;Cadherin-6;Olink Explore Cardiometabolic- Olink Target 96 Neurology;Tissue enhanced: kidney;TEK
627;P55291;CDH15;Cadherin-15;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Group enriched: brain- skeletal muscle;GEBSM
628;P55774;CCL18;C-C motif chemokine 18;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enriched: lung;TEL
629;P55789;GFER;FAD-linked sulfhydryl oxidase ALR;Olink Explore Oncology- Olink Target 96 Oncology III;Low tissue specificity;LTS
630;P55808;XG;Glycoprotein Xg;Olink Explore Cardiometabolic- Olink Target 96 Development;Tissue enhanced: skin 1;TES1
631;P55957;BID;BH3-interacting domain death agonist;Olink Explore Inflammation- Olink Target 96 Organ Damage;Tissue enhanced: bone marrow;TEBM
632;P56159;GFRA1;GDNF family receptor alpha-1;Olink Explore Oncology- Olink Target 96 Neurology;Low tissue specificity;LTS
633;P56279;TCL1A;T-cell leukemia/lymphoma protein 1A;Olink Explore Neurology- Olink Target 96 Oncology II;Tissue enriched: lymphoid tissue;TELT
634;P56470;LGALS4;Galectin-4;Olink Explore Inflammation- Olink Target 96 Cardiovascular III;Tissue enriched: intestine;TEI
635;P57087;JAM2;Junctional adhesion molecule B;Olink Explore Neurology- Olink Target 96 Neurology;Tissue enhanced: placenta;TEP
636;P57771;RGS8;Regulator of G-protein signaling 8;Olink Explore Inflammation- Olink Target 96 Cell Regulation;Group enriched: brain- retina;GEBR
637;P58294;PROK1;Prokineticin-1;Olink Explore Inflammation- Olink Target 96 Cell Regulation;Group enriched: ovary- placenta- testis;GEOPT
638;P58417;NXPH1;Neurexophilin-1;Olink Explore Neurology- Olink Target 96 Neuro Exploratory;Group enriched: adrenal gland- brain;GEAGB
639;P58499;FAM3B;Protein FAM3B;Olink Explore Oncology- Olink Target 96 Immune Response;Tissue enhanced: intestine- pancreas- salivary gland- stomach 1;TEIPSGS1
640;P59665;DEFA1- DEFA1B;Neutrophil defensin 1;Olink Explore Cardiometabolic- Olink Target 96 Cardiometabolic;Tissue enriched: bone marrow- Tissue enriched: bone marrow;TEBMTEBM
641;P61244;MAX;Protein max;Olink Explore Neurology- Olink Target 96 Organ Damage;Low tissue specificity;LTS
